Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
COL,53.0,0 days 00:01:20.080000,18.0,0 days 02:12:48.822000,0 days 00:00:23.578000,0 days 00:00:32.381000,0 days 00:00:24.121000
COL,54.0,0 days 00:01:48.581000,17.0,0 days 02:14:37.403000,0 days 00:00:31.090000,0 days 00:00:42.321000,0 days 00:00:35.170000
COL,55.0,0 days 00:02:04.850000,17.0,0 days 02:16:42.253000,0 days 00:00:47.914000,0 days 00:00:43.658000,0 days 00:00:33.278000
COL,56.0,0 days 00:01:47.812000,17.0,0 days 02:18:30.065000,0 days 00:00:27.442000,0 days 00:00:41.887000,0 days 00:00:38.483000
COL,57.0,0 days 00:01:54.134000,17.0,0 days 02:20:24.199000,0 days 00:00:37.078000,0 days 00:00:49.101000,0 days 00:00:27.955000
COL,58.0,0 days 00:01:23.285000,17.0,0 days 02:21:47.484000,0 days 00:00:25.340000,0 days 00:00:33.386000,0 days 00:00:24.559000
COL,59.0,0 days 00:01:22.685000,17.0,0 days 02:23:10.169000,0 days 00:00:24.389000,0 days 00:00:33.245000,0 days 00:00:25.051000
COL,60.0,0 days 00:01:28.629000,17.0,0 days 02:24:38.798000,0 days 00:00:24.742000,0 days 00:00:33.351000,0 days 00:00:30.536000
COL,61.0,0 days 00:01:22.072000,17.0,0 days 02:26:00.870000,0 days 00:00:24.107000,0 days 00:00:33.370000,0 days 00:00:24.595000
COL,62.0,0 days 00:01:20.401000,17.0,0 days 02:27:21.271000,0 days 00:00:23.653000,0 days 00:00:32.408000,0 days 00:00:24.340000
COL,63.0,0 days 00:01:20.276000,17.0,0 days 02:28:41.547000,0 days 00:00:23.239000,0 days 00:00:32.774000,0 days 00:00:24.263000
COL,64.0,0 days 00:01:20.536000,17.0,0 days 02:30:02.083000,0 days 00:00:23.602000,0 days 00:00:32.592000,0 days 00:00:24.342000
COL,65.0,0 days 00:01:20.343000,17.0,0 days 02:31:22.426000,0 days 00:00:23.401000,0 days 00:00:32.737000,0 days 00:00:24.205000
COL,66.0,0 days 00:01:19.978000,16.0,0 days 02:32:42.404000,0 days 00:00:23.140000,0 days 00:00:32.759000,0 days 00:00:24.079000
HAM,1.0,0 days 00:01:25.349000,4.0,0 days 01:00:38.997000,,0 days 00:00:32.960000,0 days 00:00:24.259000
HAM,2.0,0 days 00:01:21.368000,4.0,0 days 01:02:00.365000,0 days 00:00:24.232000,0 days 00:00:32.983000,0 days 00:00:24.153000
HAM,3.0,0 days 00:01:20.753000,4.0,0 days 01:03:21.118000,0 days 00:00:23.843000,0 days 00:00:32.754000,0 days 00:00:24.156000
HAM,4.0,0 days 00:01:20.639000,4.0,0 days 01:04:41.757000,0 days 00:00:23.899000,0 days 00:00:32.494000,0 days 00:00:24.246000
HAM,5.0,0 days 00:01:21.109000,4.0,0 days 01:06:02.866000,0 days 00:00:23.967000,0 days 00:00:32.681000,0 days 00:00:24.461000
HAM,6.0,0 days 00:01:21.565000,4.0,0 days 01:07:24.431000,0 days 00:00:24.134000,0 days 00:00:32.822000,0 days 00:00:24.609000
HAM,7.0,0 days 00:01:21.623000,4.0,0 days 01:08:46.054000,0 days 00:00:24.204000,0 days 00:00:32.867000,0 days 00:00:24.552000
HAM,8.0,0 days 00:01:21.929000,4.0,0 days 01:10:07.983000,0 days 00:00:24.362000,0 days 00:00:32.995000,0 days 00:00:24.572000
HAM,9.0,0 days 00:01:21.974000,4.0,0 days 01:11:29.957000,0 days 00:00:24.355000,0 days 00:00:32.919000,0 days 00:00:24.700000
HAM,10.0,0 days 00:01:23.068000,5.0,0 days 01:12:53.025000,0 days 00:00:25.234000,0 days 00:00:33.148000,0 days 00:00:24.686000
HAM,11.0,0 days 00:01:21.552000,5.0,0 days 01:14:14.577000,0 days 00:00:24.116000,0 days 00:00:32.833000,0 days 00:00:24.603000
HAM,12.0,0 days 00:01:21.615000,5.0,0 days 01:15:36.192000,0 days 00:00:24.021000,0 days 00:00:32.938000,0 days 00:00:24.656000
HAM,13.0,0 days 00:01:21.828000,5.0,0 days 01:16:58.020000,0 days 00:00:24.111000,0 days 00:00:32.985000,0 days 00:00:24.732000
HAM,14.0,0 days 00:01:22.320000,4.0,0 days 01:18:20.340000,0 days 00:00:24.221000,0 days 00:00:33.289000,0 days 00:00:24.810000
HAM,15.0,0 days 00:01:21.869000,4.0,0 days 01:19:42.209000,0 days 00:00:24.224000,0 days 00:00:32.888000,0 days 00:00:24.757000
HAM,16.0,0 days 00:01:25.739000,5.0,0 days 01:21:07.948000,0 days 00:00:24.214000,0 days 00:00:32.885000,0 days 00:00:28.640000
HAM,17.0,0 days 00:01:39.780000,9.0,0 days 01:22:47.728000,0 days 00:00:42.624000,0 days 00:00:32.697000,0 days 00:00:24.459000
HAM,18.0,0 days 00:01:20.948000,8.0,0 days 01:24:08.676000,0 days 00:00:24.199000,0 days 00:00:32.429000,0 days 00:00:24.320000
HAM,19.0,0 days 00:01:21.348000,8.0,0 days 01:25:30.024000,0 days 00:00:23.960000,0 days 00:00:32.950000,0 days 00:00:24.438000
HAM,20.0,0 days 00:01:20.755000,7.0,0 days 01:26:50.779000,0 days 00:00:23.930000,0 days 00:00:32.431000,0 days 00:00:24.394000
HAM,21.0,0 days 00:01:20.545000,6.0,0 days 01:28:11.324000,0 days 00:00:23.811000,0 days 00:00:32.471000,0 days 00:00:24.263000
HAM,22.0,0 days 00:01:20.280000,5.0,0 days 01:29:31.604000,0 days 00:00:23.774000,0 days 00:00:32.334000,0 days 00:00:24.172000
HAM,23.0,0 days 00:01:20.030000,5.0,0 days 01:30:51.634000,0 days 00:00:23.775000,0 days 00:00:32.177000,0 days 00:00:24.078000
HAM,24.0,0 days 00:01:20.304000,5.0,0 days 01:32:11.938000,0 days 00:00:23.715000,0 days 00:00:32.224000,0 days 00:00:24.365000
HAM,25.0,0 days 00:01:20.509000,5.0,0 days 01:33:32.447000,0 days 00:00:23.854000,0 days 00:00:32.292000,0 days 00:00:24.363000
HAM,26.0,0 days 00:01:20.648000,5.0,0 days 01:34:53.095000,0 days 00:00:23.897000,0 days 00:00:32.517000,0 days 00:00:24.234000
HAM,27.0,0 days 00:01:20.426000,5.0,0 days 01:36:13.521000,0 days 00:00:23.890000,0 days 00:00:32.373000,0 days 00:00:24.163000
HAM,28.0,0 days 00:01:20.480000,5.0,0 days 01:37:34.001000,0 days 00:00:23.660000,0 days 00:00:32.376000,0 days 00:00:24.444000
HAM,29.0,0 days 00:01:20.206000,5.0,0 days 01:38:54.207000,0 days 00:00:23.677000,0 days 00:00:32.268000,0 days 00:00:24.261000
HAM,30.0,0 days 00:01:21.183000,5.0,0 days 01:40:15.390000,0 days 00:00:24.168000,0 days 00:00:32.595000,0 days 00:00:24.420000
HAM,31.0,0 days 00:01:20.343000,5.0,0 days 01:41:35.733000,0 days 00:00:23.628000,0 days 00:00:32.321000,0 days 00:00:24.394000
HAM,32.0,0 days 00:01:20.317000,5.0,0 days 01:42:56.050000,0 days 00:00:23.701000,0 days 00:00:32.276000,0 days 00:00:24.340000
HAM,33.0,0 days 00:01:20.257000,5.0,0 days 01:44:16.307000,0 days 00:00:23.636000,0 days 00:00:32.261000,0 days 00:00:24.360000
HAM,34.0,0 days 00:01:20.286000,5.0,0 days 01:45:36.593000,0 days 00:00:23.657000,0 days 00:00:32.225000,0 days 00:00:24.404000
HAM,35.0,0 days 00:01:20.283000,5.0,0 days 01:46:56.876000,0 days 00:00:23.722000,0 days 00:00:32.275000,0 days 00:00:24.286000
HAM,36.0,0 days 00:01:20.452000,5.0,0 days 01:48:17.328000,0 days 00:00:23.742000,0 days 00:00:32.261000,0 days 00:00:24.449000
HAM,37.0,0 days 00:01:20.784000,5.0,0 days 01:49:38.112000,0 days 00:00:23.862000,0 days 00:00:32.344000,0 days 00:00:24.578000
HAM,38.0,0 days 00:01:20.512000,5.0,0 days 01:50:58.624000,0 days 00:00:23.842000,0 days 00:00:32.347000,0 days 00:00:24.323000
HAM,39.0,0 days 00:01:20.699000,5.0,0 days 01:52:19.323000,0 days 00:00:23.765000,0 days 00:00:32.442000,0 days 00:00:24.492000
HAM,40.0,0 days 00:01:20.770000,5.0,0 days 01:53:40.093000,0 days 00:00:23.694000,0 days 00:00:32.524000,0 days 00:00:24.552000
HAM,41.0,0 days 00:01:20.553000,4.0,0 days 01:55:00.646000,0 days 00:00:23.735000,0 days 00:00:32.335000,0 days 00:00:24.483000
HAM,42.0,0 days 00:01:20.849000,4.0,0 days 01:56:21.495000,0 days 00:00:23.692000,0 days 00:00:32.646000,0 days 00:00:24.511000
HAM,43.0,0 days 00:01:21.029000,4.0,0 days 01:57:42.524000,0 days 00:00:23.930000,0 days 00:00:32.575000,0 days 00:00:24.524000
HAM,44.0,0 days 00:01:20.930000,4.0,0 days 01:59:03.454000,0 days 00:00:23.843000,0 days 00:00:32.503000,0 days 00:00:24.584000
HAM,45.0,0 days 00:01:21.412000,4.0,0 days 02:00:24.866000,0 days 00:00:24.004000,0 days 00:00:32.806000,0 days 00:00:24.602000
HAM,46.0,0 days 00:01:25.116000,4.0,0 days 02:01:49.982000,0 days 00:00:23.868000,0 days 00:00:32.526000,0 days 00:00:28.722000
HAM,47.0,0 days 00:01:39.788000,7.0,0 days 02:03:29.770000,0 days 00:00:44.546000,0 days 00:00:31.734000,0 days 00:00:23.508000
HAM,48.0,0 days 00:01:18.335000,7.0,0 days 02:04:48.105000,0 days 00:00:23.144000,0 days 00:00:31.592000,0 days 00:00:23.599000
HAM,49.0,0 days 00:01:18.598000,6.0,0 days 02:06:06.703000,0 days 00:00:23.145000,0 days 00:00:31.772000,0 days 00:00:23.681000
HAM,50.0,0 days 00:01:18.344000,6.0,0 days 02:07:25.047000,0 days 00:00:23.078000,0 days 00:00:31.474000,0 days 00:00:23.792000
HAM,51.0,0 days 00:01:18.722000,6.0,0 days 02:08:43.769000,0 days 00:00:23.136000,0 days 00:00:31.736000,0 days 00:00:23.850000
HAM,52.0,0 days 00:01:18.645000,6.0,0 days 02:10:02.414000,0 days 00:00:23.092000,0 days 00:00:31.594000,0 days 00:00:23.959000
HAM,53.0,0 days 00:01:19.160000,6.0,0 days 02:11:21.574000,0 days 00:00:23.423000,0 days 00:00:31.760000,0 days 00:00:23.977000
HAM,54.0,0 days 00:01:19.257000,6.0,0 days 02:12:40.831000,0 days 00:00:23.397000,0 days 00:00:31.903000,0 days 00:00:23.957000
HAM,55.0,0 days 00:01:45.765000,6.0,0 days 02:14:26.596000,0 days 00:00:30.414000,0 days 00:00:41.530000,0 days 00:00:33.821000
HAM,56.0,0 days 00:02:09.130000,6.0,0 days 02:16:35.726000,0 days 00:00:49.544000,0 days 00:00:43.925000,0 days 00:00:35.661000
HAM,57.0,0 days 00:01:53.404000,6.0,0 days 02:18:29.130000,0 days 00:00:25.734000,0 days 00:00:48.484000,0 days 00:00:39.186000
HAM,58.0,0 days 00:02:02.703000,6.0,0 days 02:20:31.833000,0 days 00:00:37.178000,0 days 00:00:48.433000,0 days 00:00:37.092000
HAM,59.0,0 days 00:02:03.215000,6.0,0 days 02:22:35.048000,0 days 00:00:39.711000,0 days 00:00:46.701000,0 days 00:00:36.803000
HAM,60.0,0 days 00:01:58.871000,6.0,0 days 02:24:33.919000,0 days 00:00:34.735000,0 days 00:00:45.880000,0 days 00:00:38.256000
HAM,61.0,0 days 00:01:19.362000,6.0,0 days 02:25:53.281000,0 days 00:00:23.507000,0 days 00:00:32.247000,0 days 00:00:23.608000
HAM,62.0,0 days 00:01:17.706000,6.0,0 days 02:27:10.987000,0 days 00:00:22.982000,0 days 00:00:31.208000,0 days 00:00:23.516000
HAM,63.0,0 days 00:01:17.939000,6.0,0 days 02:28:28.926000,0 days 00:00:22.922000,0 days 00:00:31.346000,0 days 00:00:23.671000
HAM,64.0,0 days 00:01:18.833000,6.0,0 days 02:29:47.759000,0 days 00:00:23.289000,0 days 00:00:31.698000,0 days 00:00:23.846000
HAM,65.0,0 days 00:01:19.738000,7.0,0 days 02:31:07.497000,0 days 00:00:23.503000,0 days 00:00:32.331000,0 days 00:00:23.904000
HAM,66.0,0 days 00:01:19.034000,7.0,0 days 02:32:26.531000,0 days 00:00:23.087000,0 days 00:00:31.928000,0 days 00:00:24.019000
BOR,1.0,0 days 00:01:29.360000,12.0,0 days 01:00:43.008000,,0 days 00:00:34.480000,0 days 00:00:25.080000
BOR,2.0,0 days 00:01:23.275000,12.0,0 days 01:02:06.283000,0 days 00:00:24.666000,0 days 00:00:33.728000,0 days 00:00:24.881000
BOR,3.0,0 days 00:01:22.493000,12.0,0 days 01:03:28.776000,0 days 00:00:24.142000,0 days 00:00:33.577000,0 days 00:00:24.774000
BOR,4.0,0 days 00:01:22.114000,12.0,0 days 01:04:50.890000,0 days 00:00:23.954000,0 days 00:00:33.292000,0 days 00:00:24.868000
BOR,5.0,0 days 00:01:22.130000,12.0,0 days 01:06:13.020000,0 days 00:00:23.901000,0 days 00:00:33.380000,0 days 00:00:24.849000
BOR,6.0,0 days 00:01:22.166000,12.0,0 days 01:07:35.186000,0 days 00:00:23.991000,0 days 00:00:33.231000,0 days 00:00:24.944000
BOR,7.0,0 days 00:01:22.531000,12.0,0 days 01:08:57.717000,0 days 00:00:24.134000,0 days 00:00:33.450000,0 days 00:00:24.947000
BOR,8.0,0 days 00:01:23.133000,12.0,0 days 01:10:20.850000,0 days 00:00:24.268000,0 days 00:00:33.601000,0 days 00:00:25.264000
BOR,9.0,0 days 00:01:23.248000,12.0,0 days 01:11:44.098000,0 days 00:00:24.405000,0 days 00:00:33.659000,0 days 00:00:25.184000
BOR,10.0,0 days 00:01:22.659000,11.0,0 days 01:13:06.757000,0 days 00:00:24.276000,0 days 00:00:33.429000,0 days 00:00:24.954000
BOR,11.0,0 days 00:01:22.506000,10.0,0 days 01:14:29.263000,0 days 00:00:24.206000,0 days 00:00:33.292000,0 days 00:00:25.008000
BOR,12.0,0 days 00:01:23.318000,10.0,0 days 01:15:52.581000,0 days 00:00:24.305000,0 days 00:00:33.789000,0 days 00:00:25.224000
BOR,13.0,0 days 00:01:24.556000,10.0,0 days 01:17:17.137000,0 days 00:00:25.189000,0 days 00:00:34.136000,0 days 00:00:25.231000
BOR,14.0,0 days 00:01:23.066000,10.0,0 days 01:18:40.203000,0 days 00:00:24.297000,0 days 00:00:33.531000,0 days 00:00:25.238000
BOR,15.0,0 days 00:01:23.295000,10.0,0 days 01:20:03.498000,0 days 00:00:24.359000,0 days 00:00:33.629000,0 days 00:00:25.307000
BOR,16.0,0 days 00:01:23.056000,10.0,0 days 01:21:26.554000,0 days 00:00:24.244000,0 days 00:00:33.510000,0 days 00:00:25.302000
BOR,17.0,0 days 00:01:24.138000,10.0,0 days 01:22:50.692000,0 days 00:00:24.671000,0 days 00:00:34.037000,0 days 00:00:25.430000
BOR,18.0,0 days 00:01:23.443000,10.0,0 days 01:24:14.135000,0 days 00:00:24.316000,0 days 00:00:33.830000,0 days 00:00:25.297000
BOR,19.0,0 days 00:01:27.666000,12.0,0 days 01:25:41.801000,0 days 00:00:24.382000,0 days 00:00:33.934000,0 days 00:00:29.350000
BOR,20.0,0 days 00:01:41.588000,19.0,0 days 01:27:23.389000,0 days 00:00:43.406000,0 days 00:00:33.180000,0 days 00:00:25.002000
BOR,21.0,0 days 00:01:21.974000,18.0,0 days 01:28:45.363000,0 days 00:00:24.248000,0 days 00:00:32.911000,0 days 00:00:24.815000
BOR,22.0,0 days 00:01:21.164000,18.0,0 days 01:30:06.527000,0 days 00:00:23.896000,0 days 00:00:32.553000,0 days 00:00:24.715000
BOR,23.0,0 days 00:01:21.452000,18.0,0 days 01:31:27.979000,0 days 00:00:23.862000,0 days 00:00:32.761000,0 days 00:00:24.829000
BOR,24.0,0 days 00:01:21.483000,18.0,0 days 01:32:49.462000,0 days 00:00:24.046000,0 days 00:00:32.761000,0 days 00:00:24.676000
BOR,25.0,0 days 00:01:21.192000,16.0,0 days 01:34:10.654000,0 days 00:00:23.569000,0 days 00:00:32.941000,0 days 00:00:24.682000
BOR,26.0,0 days 00:01:21.225000,15.0,0 days 01:35:31.879000,0 days 00:00:23.814000,0 days 00:00:32.718000,0 days 00:00:24.693000
BOR,27.0,0 days 00:01:20.999000,15.0,0 days 01:36:52.878000,0 days 00:00:23.760000,0 days 00:00:32.660000,0 days 00:00:24.579000
BOR,28.0,0 days 00:01:21.159000,15.0,0 days 01:38:14.037000,0 days 00:00:23.706000,0 days 00:00:32.711000,0 days 00:00:24.742000
BOR,29.0,0 days 00:01:21.540000,15.0,0 days 01:39:35.577000,0 days 00:00:23.786000,0 days 00:00:32.950000,0 days 00:00:24.804000
BOR,30.0,0 days 00:01:21.448000,15.0,0 days 01:40:57.025000,0 days 00:00:23.901000,0 days 00:00:32.885000,0 days 00:00:24.662000
BOR,31.0,0 days 00:01:21.612000,15.0,0 days 01:42:18.637000,0 days 00:00:23.873000,0 days 00:00:33.077000,0 days 00:00:24.662000
BOR,32.0,0 days 00:01:22.119000,14.0,0 days 01:43:40.756000,0 days 00:00:23.927000,0 days 00:00:33.289000,0 days 00:00:24.903000
BOR,33.0,0 days 00:01:21.904000,14.0,0 days 01:45:02.660000,0 days 00:00:23.819000,0 days 00:00:32.993000,0 days 00:00:25.092000
BOR,34.0,0 days 00:01:21.874000,13.0,0 days 01:46:24.534000,0 days 00:00:23.840000,0 days 00:00:33.283000,0 days 00:00:24.751000
BOR,35.0,0 days 00:01:21.666000,13.0,0 days 01:47:46.200000,0 days 00:00:23.927000,0 days 00:00:32.944000,0 days 00:00:24.795000
BOR,36.0,0 days 00:01:21.104000,12.0,0 days 01:49:07.304000,0 days 00:00:23.881000,0 days 00:00:32.650000,0 days 00:00:24.573000
BOR,37.0,0 days 00:01:21.163000,12.0,0 days 01:50:28.467000,0 days 00:00:23.817000,0 days 00:00:32.635000,0 days 00:00:24.711000
BOR,38.0,0 days 00:01:21.432000,12.0,0 days 01:51:49.899000,0 days 00:00:23.848000,0 days 00:00:32.917000,0 days 00:00:24.667000
BOR,39.0,0 days 00:01:21.004000,12.0,0 days 01:53:10.903000,0 days 00:00:23.789000,0 days 00:00:32.643000,0 days 00:00:24.572000
BOR,40.0,0 days 00:01:20.881000,12.0,0 days 01:54:31.784000,0 days 00:00:23.662000,0 days 00:00:32.595000,0 days 00:00:24.624000
BOR,41.0,0 days 00:01:21.106000,12.0,0 days 01:55:52.890000,0 days 00:00:23.736000,0 days 00:00:32.654000,0 days 00:00:24.716000
BOR,42.0,0 days 00:01:21.291000,11.0,0 days 01:57:14.181000,0 days 00:00:23.718000,0 days 00:00:32.832000,0 days 00:00:24.741000
BOR,43.0,0 days 00:01:23.179000,11.0,0 days 01:58:37.360000,0 days 00:00:24.279000,0 days 00:00:34.068000,0 days 00:00:24.832000
BOR,44.0,0 days 00:01:23.274000,11.0,0 days 02:00:00.634000,0 days 00:00:24.858000,0 days 00:00:33.530000,0 days 00:00:24.886000
BOR,45.0,0 days 00:01:21.547000,10.0,0 days 02:01:22.181000,0 days 00:00:23.924000,0 days 00:00:32.761000,0 days 00:00:24.862000
BOR,46.0,0 days 00:01:24.398000,10.0,0 days 02:02:46.579000,0 days 00:00:25.073000,0 days 00:00:34.216000,0 days 00:00:25.109000
BOR,47.0,0 days 00:01:21.519000,10.0,0 days 02:04:08.098000,0 days 00:00:23.899000,0 days 00:00:32.828000,0 days 00:00:24.792000
BOR,48.0,0 days 00:01:21.264000,10.0,0 days 02:05:29.362000,0 days 00:00:23.748000,0 days 00:00:32.863000,0 days 00:00:24.653000
BOR,49.0,0 days 00:01:24.483000,13.0,0 days 02:06:53.845000,0 days 00:00:23.595000,0 days 00:00:32.605000,0 days 00:00:28.283000
BOR,50.0,0 days 00:01:38.032000,17.0,0 days 02:08:31.877000,0 days 00:00:42.911000,0 days 00:00:31.674000,0 days 00:00:23.447000
BOR,51.0,0 days 00:01:18.297000,17.0,0 days 02:09:50.174000,0 days 00:00:22.875000,0 days 00:00:31.542000,0 days 00:00:23.880000
BOR,52.0,0 days 00:01:19.386000,17.0,0 days 02:11:09.560000,0 days 00:00:23.316000,0 days 00:00:31.864000,0 days 00:00:24.206000
BOR,53.0,0 days 00:01:19.454000,17.0,0 days 02:12:29.014000,0 days 00:00:23.122000,0 days 00:00:32.089000,0 days 00:00:24.243000
BOR,54.0,0 days 00:01:37.819000,16.0,0 days 02:14:06.833000,0 days 00:00:22.951000,0 days 00:00:43.899000,0 days 00:00:30.969000
BOR,55.0,0 days 00:02:06.574000,13.0,0 days 02:16:13.407000,0 days 00:00:34.812000,0 days 00:00:52.653000,0 days 00:00:39.109000
BOR,56.0,0 days 00:02:06.880000,12.0,0 days 02:18:20.287000,0 days 00:00:38.698000,0 days 00:00:48.690000,0 days 00:00:39.492000
BOR,57.0,0 days 00:01:56.454000,12.0,0 days 02:20:16.741000,0 days 00:00:37.256000,0 days 00:00:49.659000,0 days 00:00:29.539000
BOR,58.0,0 days 00:01:22.738000,12.0,0 days 02:21:39.479000,0 days 00:00:24.295000,0 days 00:00:33.774000,0 days 00:00:24.669000
BOR,59.0,0 days 00:01:21.752000,12.0,0 days 02:23:01.231000,0 days 00:00:24.049000,0 days 00:00:32.800000,0 days 00:00:24.903000
BOR,60.0,0 days 00:01:35.364000,12.0,0 days 02:24:36.595000,0 days 00:00:24.741000,0 days 00:00:36.287000,0 days 00:00:34.336000
BOR,61.0,0 days 00:01:20.362000,11.0,0 days 02:25:56.957000,0 days 00:00:23.787000,0 days 00:00:32.799000,0 days 00:00:23.776000
BOR,62.0,0 days 00:01:19.563000,11.0,0 days 02:27:16.520000,0 days 00:00:23.575000,0 days 00:00:32.120000,0 days 00:00:23.868000
BOR,63.0,0 days 00:01:19.979000,11.0,0 days 02:28:36.499000,0 days 00:00:23.492000,0 days 00:00:32.466000,0 days 00:00:24.021000
BOR,64.0,0 days 00:01:20.544000,12.0,0 days 02:29:57.043000,0 days 00:00:23.392000,0 days 00:00:32.945000,0 days 00:00:24.207000
BOR,65.0,0 days 00:01:20.291000,12.0,0 days 02:31:17.334000,0 days 00:00:23.453000,0 days 00:00:32.596000,0 days 00:00:24.242000
BOR,66.0,0 days 00:01:19.685000,12.0,0 days 02:32:37.019000,0 days 00:00:23.122000,0 days 00:00:32.489000,0 days 00:00:24.074000
SAI,1.0,0 days 00:01:31.809000,17.0,0 days 01:00:45.457000,,0 days 00:00:34.943000,0 days 00:00:25.513000
SAI,2.0,0 days 00:01:23.851000,17.0,0 days 01:02:09.308000,0 days 00:00:24.744000,0 days 00:00:33.993000,0 days 00:00:25.114000
SAI,3.0,0 days 00:01:22.905000,17.0,0 days 01:03:32.213000,0 days 00:00:24.264000,0 days 00:00:33.694000,0 days 00:00:24.947000
SAI,4.0,0 days 00:01:22.370000,17.0,0 days 01:04:54.583000,0 days 00:00:24.043000,0 days 00:00:33.431000,0 days 00:00:24.896000
SAI,5.0,0 days 00:01:22.470000,17.0,0 days 01:06:17.053000,0 days 00:00:23.952000,0 days 00:00:33.457000,0 days 00:00:25.061000
SAI,6.0,0 days 00:01:22.836000,16.0,0 days 01:07:39.889000,0 days 00:00:24.029000,0 days 00:00:33.588000,0 days 00:00:25.219000
SAI,7.0,0 days 00:01:22.908000,16.0,0 days 01:09:02.797000,0 days 00:00:24.163000,0 days 00:00:33.696000,0 days 00:00:25.049000
SAI,8.0,0 days 00:01:23.405000,15.0,0 days 01:10:26.202000,0 days 00:00:24.436000,0 days 00:00:33.907000,0 days 00:00:25.062000
SAI,9.0,0 days 00:01:26.311000,16.0,0 days 01:11:52.513000,0 days 00:00:24.380000,0 days 00:00:33.724000,0 days 00:00:28.207000
SAI,10.0,0 days 00:01:48.315000,19.0,0 days 01:13:40.828000,0 days 00:00:51.333000,0 days 00:00:32.715000,0 days 00:00:24.267000
SAI,11.0,0 days 00:01:21.101000,19.0,0 days 01:15:01.929000,0 days 00:00:24.130000,0 days 00:00:32.642000,0 days 00:00:24.329000
SAI,12.0,0 days 00:01:21.020000,19.0,0 days 01:16:22.949000,0 days 00:00:24.189000,0 days 00:00:32.648000,0 days 00:00:24.183000
SAI,13.0,0 days 00:01:21.568000,19.0,0 days 01:17:44.517000,0 days 00:00:24.154000,0 days 00:00:32.916000,0 days 00:00:24.498000
SAI,14.0,0 days 00:01:21.456000,19.0,0 days 01:19:05.973000,0 days 00:00:24.220000,0 days 00:00:32.814000,0 days 00:00:24.422000
SAI,15.0,0 days 00:01:21.298000,18.0,0 days 01:20:27.271000,0 days 00:00:24.194000,0 days 00:00:33.014000,0 days 00:00:24.090000
SAI,16.0,0 days 00:01:21.320000,17.0,0 days 01:21:48.591000,0 days 00:00:24.256000,0 days 00:00:32.909000,0 days 00:00:24.155000
SAI,17.0,0 days 00:01:21.579000,17.0,0 days 01:23:10.170000,0 days 00:00:24.260000,0 days 00:00:33.064000,0 days 00:00:24.255000
SAI,18.0,0 days 00:01:23.128000,18.0,0 days 01:24:33.298000,0 days 00:00:24.369000,0 days 00:00:33.370000,0 days 00:00:25.389000
SAI,19.0,0 days 00:01:22.008000,18.0,0 days 01:25:55.306000,0 days 00:00:24.173000,0 days 00:00:33.367000,0 days 00:00:24.468000
SAI,20.0,0 days 00:01:21.894000,17.0,0 days 01:27:17.200000,0 days 00:00:24.174000,0 days 00:00:33.216000,0 days 00:00:24.504000
SAI,21.0,0 days 00:01:21.853000,16.0,0 days 01:28:39.053000,0 days 00:00:24.278000,0 days 00:00:33.159000,0 days 00:00:24.416000
SAI,22.0,0 days 00:01:21.938000,16.0,0 days 01:30:00.991000,0 days 00:00:24.277000,0 days 00:00:33.213000,0 days 00:00:24.448000
SAI,23.0,0 days 00:01:21.862000,16.0,0 days 01:31:22.853000,0 days 00:00:24.206000,0 days 00:00:33.248000,0 days 00:00:24.408000
SAI,24.0,0 days 00:01:21.697000,16.0,0 days 01:32:44.550000,0 days 00:00:24.054000,0 days 00:00:33.116000,0 days 00:00:24.527000
SAI,25.0,0 days 00:01:21.867000,15.0,0 days 01:34:06.417000,0 days 00:00:24.032000,0 days 00:00:33.286000,0 days 00:00:24.549000
SAI,26.0,0 days 00:01:21.915000,14.0,0 days 01:35:28.332000,0 days 00:00:24.142000,0 days 00:00:33.295000,0 days 00:00:24.478000
SAI,27.0,0 days 00:01:21.686000,14.0,0 days 01:36:50.018000,0 days 00:00:24.195000,0 days 00:00:33.106000,0 days 00:00:24.385000
SAI,28.0,0 days 00:01:21.877000,14.0,0 days 01:38:11.895000,0 days 00:00:24.196000,0 days 00:00:33.126000,0 days 00:00:24.555000
SAI,29.0,0 days 00:01:22.105000,14.0,0 days 01:39:34,0 days 00:00:24.233000,0 days 00:00:33.404000,0 days 00:00:24.468000
SAI,30.0,0 days 00:01:21.918000,14.0,0 days 01:40:55.918000,0 days 00:00:24.297000,0 days 00:00:33.082000,0 days 00:00:24.539000
SAI,31.0,0 days 00:01:22.026000,14.0,0 days 01:42:17.944000,0 days 00:00:24.320000,0 days 00:00:33.279000,0 days 00:00:24.427000
SAI,32.0,0 days 00:01:21.993000,13.0,0 days 01:43:39.937000,0 days 00:00:24.245000,0 days 00:00:33.369000,0 days 00:00:24.379000
SAI,33.0,0 days 00:01:22.290000,13.0,0 days 01:45:02.227000,0 days 00:00:24.230000,0 days 00:00:33.270000,0 days 00:00:24.790000
SAI,34.0,0 days 00:01:26.912000,16.0,0 days 01:46:29.139000,0 days 00:00:25.268000,0 days 00:00:33.799000,0 days 00:00:27.845000
SAI,35.0,0 days 00:01:39.529000,18.0,0 days 01:48:08.668000,0 days 00:00:43.106000,0 days 00:00:32.700000,0 days 00:00:23.723000
